Time,PickupX,PickupY,DropoffX,DropoffY
22,935.212,1087.592,1259.129,926.135
31,1560.698,1011.562,907.423,1081.803
37,970.142,1245.195,1448.85,825.247
45,1442.33,1262.062,901.791,1097.993
51,1349.314,1013.652,1074.739,1334.803
60,1074.739,1334.803,1302.192,836.317
67,1224.873,1166.635,1440.809,1276.609
70,1117.055,1345.54,1404.534,1012.322
72,1006.99,863.754,1363.511,1015.551
75,1306.724,1007.954,949.107,901.364
76,1448.85,825.247,1400.808,1106.08
77,1361.485,861.713,1380.992,1345.114
80,949.107,901.364,1260.952,883.744
81,1316.952,835.069,1388.684,1221.312
89,1278.33,1004.156,1428.647,1392.983
93,1477.108,1175.013,1433.208,1349.342
97,947.949,869.328,969.37,1215.733
98,1249.936,1000.357,1517.249,1160.54
100,949.686,917.381,935.212,1087.592
105,1045.295,1326.036,1378.108,1391.54
105,1169.352,848.423,1304.002,1382.856
115,1404.534,1012.322,1544.009,1150.89
121,1171.423,998.434,1021.75,862.36
122,1030.573,1321.653,1216.967,1225.092
123,942.318,1157.817,1316.952,835.069
125,1319.345,1186.448,1131.16,1349.119
126,1490.912,1007.726,1171.423,998.434
126,1380.031,1360.59,1050.722,1119.112
127,1463.453,824.234,1127.568,992.789
131,1597.529,1131.592,1513.804,880.325
131,1187.126,998.819,890.529,1130.373
137,1381.954,1329.639,930.195,1287.715
140,1560.864,1287.712,935.212,1087.592
142,1402.476,1227.863,1257.913,954.396
143,1335.117,1011.753,876.09,1171.885
150,1470.852,1395.997,1633.864,1230.079
151,1460.676,1008.638,1224.873,1166.635
161,1036.51,860.966,866.464,1199.559
164,1496.274,1272.416,1006.99,863.754
164,1333.529,1188.329,1391.052,1165.091
165,1443.85,1247.515,968.984,1201.002
169,1108.772,1134.953,1079.747,1127.033
169,1166.822,1150.794,1565.302,1026.566
170,1263.812,1177.261,1216.967,1225.092
172,1224.873,1166.635,1390.266,1195.855
175,1220.951,1181.007,1428.647,1392.983
177,1361.358,846.519,971.686,1304.119
178,1570.769,1141.241,1443.85,1247.515
180,1418.209,1011.246,1320.92,1009.853
180,925.877,1004.73,1503.232,851.267
182,1437.769,1305.702,1583.718,1086.581
183,1278.33,1004.156,1434.728,1334.796
183,1607.911,1159.731,1074.739,1334.803
183,1361.232,831.325,1257.913,954.396
184,1065.234,1123.073,1361.612,876.907
185,935.212,1087.592,1539.453,1341.331
188,945.44,931.083,1391.445,1149.71
189,1503.232,851.267,1557.389,1146.066
197,969.37,1215.733,1249.936,1000.357
197,1234.992,1316.277,971.686,1304.119
197,1592.925,1116.588,1071.844,1304.987
204,1385.8,1267.738,949.686,917.381
206,916.364,1282.247,1316.952,835.069
207,1633.864,1230.079,890.529,1130.373
208,1411.801,1392.502,968.212,1171.54
209,1154.592,849.817,1565.302,1026.566
211,1259.736,912.005,1304.092,880.814
212,925.877,1004.73,1079.747,1127.033
212,1394.954,1392.021,1258.926,854.622
213,949.686,917.381,1063.16,1215.54
215,856.838,1227.234,1439.289,1291.155
218,1348.466,1388.066,1063.16,1215.54
219,930.195,1287.715,1050.722,1119.112
222,1390.266,1195.855,1347.713,1190.211
224,1378.108,1391.54,1228.546,1271.119
224,1243.153,841.455,1333.645,1386.33
225,1348.466,1388.066,1513.804,880.325
226,1292.527,1006.055,1463.453,824.234
227,1333.529,1188.329,901.791,1097.993
233,1236.265,1301.803,1506.03,1007.27
234,1633.864,1230.079,1332.852,878.86
234,1274.36,1379.382,1496.274,1272.416
234,1381.954,1329.639,896.16,1114.183
236,903.476,1137.234,1051.27,859.573
236,1538.621,1001.687,1201.686,1367.014
238,1050.722,1119.112,1318.824,1384.593
239,1216.967,1225.092,1363.511,1015.551
240,1394.954,1392.021,1419.644,827.273
240,1402.476,1227.863,1377.185,1014.475
241,880.903,1158.047,1213.108,1209.75
243,1419.213,1188.908,1259.539,1377.645
246,1569.906,1041.57,1276.792,1180.803
249,1320.92,1009.853,992.23,865.147
249,916.423,1144.095,1068.949,1275.171
251,1331.712,833.821,1276.792,1180.803
252,876.09,1171.885,1346.472,832.573
253,1258.926,854.622,1050.722,1119.112
255,971.686,1304.119,1290.976,1182.684
256,1213.632,844.242,1131.16,1349.119
257,1470.062,1259.966,1404.534,1012.322
259,1074.739,1334.803,1363.511,1015.551
263,1404.534,1012.322,957.856,1298.651
263,874.873,1265.844,1492.659,822.208
263,1304.092,880.814,847.212,1254.908
265,1533.289,1370.674,1290.976,1182.684
265,1522.486,1284.867,1201.686,1367.014
266,1545.616,1311.989,1112.949,990.908
268,1215.792,1370.593,1602.72,1145.662
269,1292.527,1006.055,992.23,865.147
270,935.212,1087.592,1419.644,827.273
271,1430.167,1378.436,914.804,1050.974
271,1390.266,1195.855,1430.167,1378.436
276,861.651,1213.396,1439.289,1291.155
278,1304.002,1382.856,1244.718,1375.908
279,1456.956,1253.741,1497.945,836.738
279,1503.232,851.267,929.37,1150.956
282,1418.209,1011.246,968.212,1171.54
287,1434.728,1334.796,1274.36,1379.382
291,902.534,1276.78,1066.055,1245.356
291,1070.397,1290.079,1231.171,1359.698
293,1361.232,831.325,1597.529,1131.592
296,1349.314,1013.652,1289.181,1381.119
296,1477.108,1175.013,1152.31,1146.834
302,1621.698,1239.684,1463.453,824.234
302,1361.232,831.325,885.716,1144.21
305,936.949,958.487,1545.521,967.5
306,1290.976,1182.684,1392.231,1118.946
307,1436.248,1320.249,1477.108,1175.013
310,1522.486,1284.867,1181.335,1154.754
311,1388.684,1221.312,888.703,1271.312
312,1228.546,1271.119,1534.949,938.442
314,1173.476,1359.856,1442.33,1262.062
315,1633.864,1230.079,1258.926,854.622
316,935.212,1087.592,885.716,1144.21
320,1508.518,865.796,1210.36,1162.675
321,1529.663,923.913,866.464,1199.559
323,1095.551,855.392,1347.232,877.883
328,1021.844,1111.232,1289.181,1381.119
331,1382.915,1314.164,1456.956,1253.741
331,1001.13,1312.886,1390.86,1013.399
331,1259.939,869.183,1304.092,880.814
331,970.528,1259.926,1527.126,1400.017
334,1361.485,861.713,1430.059,1240.964
334,1257.913,840.061,1171.423,998.434
335,1244.718,1375.908,1448.85,825.247
336,1195.848,1158.715,1391.052,1165.091
338,1544.009,1150.89,1440.809,1276.609
339,1584.149,1136.417,1066.031,858.179
340,1430.059,1240.964,1278.33,1004.156
342,1187.581,1363.435,949.686,917.381
343,871.277,1185.722,1492.659,822.208
343,1187.126,998.819,861.651,1213.396
344,1258.521,940.265,1522.486,1284.867
346,936.949,958.487,1597.364,1258.895
347,1434.247,826.26,1431.688,1363.889
347,1503.232,851.267,1517.249,1160.54
348,1318.472,879.837,861.042,1260.376
349,933.258,973.901,1079.747,1127.033
350,1378.108,1391.54,1166.822,1150.794
350,1497.945,836.738,1497.945,836.738
352,1287.433,837.565,1419.213,1188.908
353,1050.722,1119.112,1383.877,1298.688
354,1574.51,1056.574,1613.101,1173.801
357,1051.27,859.573,964.09,1095.472
357,1440.809,1276.609,1056.941,1167.326
357,1007.406,1107.292,1527.126,1400.017
359,1131.16,1349.119,1478.056,823.221
359,1187.581,1363.435,1229.897,1374.172
364,964.09,1095.472,1333.645,1386.33
367,981.021,967.822,1390.266,1195.855
371,1233.718,1330.75,1290.976,1182.684
375,1287.433,837.565,1231.171,1359.698
375,1067.502,1260.263,1250.832,1173.719
375,1244.718,1375.908,1007.406,1107.292
378,1198.872,845.636,925.877,1004.73
378,1570.769,1141.241,1361.485,861.713
379,1229.897,1374.172,969.756,1230.464
383,1379.069,1376.065,1349.314,1013.652
383,1623.483,1201.94,1166.822,1150.794
383,1275.332,882.767,929.567,989.316
385,1173.476,1359.856,1517.249,1160.54
387,1187.581,1363.435,935.212,1087.592
387,1050.722,1119.112,1187.581,1363.435
387,1439.289,1291.155,1332.852,878.86
389,1260.952,883.744,1588.321,1101.585
392,1139.832,851.211,1305.16,1184.566
394,1545.616,1311.989,1236.265,1301.803
394,1361.897,1192.092,1519.09,894.854
395,1259.129,926.135,1274.36,1379.382
395,1137.797,1142.874,907.423,1081.803
396,1409.385,1093.215,1633.864,1230.079
397,1545.616,1311.989,1257.913,840.061
399,901.791,1097.993,1217.029,1195.378
400,1442.715,1393.987,966.331,964.71
401,1361.612,876.907,1542.534,1326.66
406,1051.27,859.573,1272.673,838.813
406,1068.949,1275.171,964.09,1095.472
409,1443.85,1247.515,1252.595,985.037
410,947.949,869.328,1361.358,846.519
410,1259.736,912.005,930.195,1287.715
411,1348.466,1388.066,1530.208,1385.345
415,1264.133,1002.256,890.529,1130.373
420,1434.728,1334.796,1252.595,985.037
422,1305.16,1184.566,1224.873,1166.635
424,1607.911,1159.731,1585.198,1268.501
425,1320.92,1009.853,1544.009,1150.89
425,1234.992,1316.277,1069.094,985.263
426,1287.433,837.565,1389.475,1208.584
427,1021.75,862.36,1127.568,992.789
428,1213.108,1209.75,1249.936,1000.357
428,1556.094,996.559,1098.331,989.026
429,1272.673,838.813,1391.445,1149.71
429,1361.612,876.907,1418.209,1011.246
429,1202.828,999.203,1490.488,1170.189
429,1579.114,1071.577,1527.126,1400.017
431,1529.663,923.913,1067.502,1260.263
434,1066.031,858.179,1074.739,1334.803
436,1506.03,1007.27,890.529,1130.373
436,1274.36,1379.382,1517.249,1160.54
439,1463.453,824.234,986.408,1308.502
439,1229.897,1374.172,1527.126,1400.017
441,911.113,1066.388,1250.832,1173.719
444,1436.248,1320.249,1215.792,1370.593
445,935.212,1087.592,1445.558,1009.094
447,1063.16,1215.54,1332.852,878.86
451,1597.364,1258.895,1548.698,1297.317
452,1069.094,985.263,1318.824,1384.593
452,1409.385,1093.215,1202.828,999.203
455,1218.531,999.588,1233.718,1330.75
457,1348.466,1388.066,1540.235,952.971
463,1496.274,1272.416,1021.844,1111.232
465,1289.181,1381.119,911.113,1066.388
465,1557.389,1146.066,1145.265,1352.698
466,1407.445,1060.858,1361.612,876.907
466,1361.358,846.519,1437.769,1305.702
467,1171.423,998.434,1431.688,1363.889
468,1259.129,926.135,1276.792,1180.803
469,1477.108,1175.013,1388.684,1221.312
469,941.195,944.785,1258.521,940.265
469,1231.171,1359.698,852.025,1241.071
471,1463.453,824.234,1229.897,1374.172
471,1544.009,1150.89,1513.058,1399.012
471,1391.838,1134.328,1063.16,1215.54
471,1228.393,842.849,947.949,869.328
472,1522.486,1284.867,1232.406,1286.461
473,1098.331,989.026,1236.265,1301.803
474,1361.485,861.713,1260.952,883.744
474,1585.198,1268.501,1490.488,1170.189
474,1202.828,999.203,1428.647,1392.983
475,1548.698,1297.317,1389.475,1208.584
476,1065.234,1123.073,1492.659,822.208
